,track_name,artist,album,release_date,explicit,track_id,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
73lYI49LhfsscO33ohrGN0,Legalize It,Peter Tosh,Legalize It (Legacy Edition),1976,False,73lYI49LhfsscO33ohrGN0,spotify:track:73lYI49LhfsscO33ohrGN0,0.71,0.589,0,-11.933,1,0.167,0.068,4.38e-06,0.176,0.65,144.601,audio_features,73lYI49LhfsscO33ohrGN0,spotify:track:73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/tracks/73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/audio-analysis/73lYI49LhfsscO33ohrGN0,279360,4,reggae
73lYI49LhfsscO33ohrGN0,Legalize It,Peter Tosh,Legalize It (Legacy Edition),1976,False,73lYI49LhfsscO33ohrGN0,spotify:track:73lYI49LhfsscO33ohrGN0,0.71,0.589,0,-11.933,1,0.167,0.068,4.38e-06,0.176,0.65,144.601,audio_features,73lYI49LhfsscO33ohrGN0,spotify:track:73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/tracks/73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/audio-analysis/73lYI49LhfsscO33ohrGN0,279360,4,reggae
73lYI49LhfsscO33ohrGN0,Legalize It,Peter Tosh,Legalize It (Legacy Edition),1976,False,73lYI49LhfsscO33ohrGN0,spotify:track:73lYI49LhfsscO33ohrGN0,0.71,0.589,0,-11.933,1,0.167,0.068,4.38e-06,0.176,0.65,144.601,audio_features,73lYI49LhfsscO33ohrGN0,spotify:track:73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/tracks/73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/audio-analysis/73lYI49LhfsscO33ohrGN0,279360,4,reggae
73lYI49LhfsscO33ohrGN0,Legalize It,Peter Tosh,Legalize It (Legacy Edition),1976,False,73lYI49LhfsscO33ohrGN0,spotify:track:73lYI49LhfsscO33ohrGN0,0.71,0.589,0,-11.933,1,0.167,0.068,4.38e-06,0.176,0.65,144.601,audio_features,73lYI49LhfsscO33ohrGN0,spotify:track:73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/tracks/73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/audio-analysis/73lYI49LhfsscO33ohrGN0,279360,4,reggae
73lYI49LhfsscO33ohrGN0,Legalize It,Peter Tosh,Legalize It (Legacy Edition),1976,False,73lYI49LhfsscO33ohrGN0,spotify:track:73lYI49LhfsscO33ohrGN0,0.71,0.589,0,-11.933,1,0.167,0.068,4.38e-06,0.176,0.65,144.601,audio_features,73lYI49LhfsscO33ohrGN0,spotify:track:73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/tracks/73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/audio-analysis/73lYI49LhfsscO33ohrGN0,279360,4,reggae
74cr9ItfiZ2EWMGR3Y0zNU,Down Down Down,The Expendables,The Expendables,2007-09-04,False,74cr9ItfiZ2EWMGR3Y0zNU,spotify:track:74cr9ItfiZ2EWMGR3Y0zNU,0.573,0.588,7,-8.275,0,0.0396,0.0607,0.000377,0.0592,0.73,173.341,audio_features,74cr9ItfiZ2EWMGR3Y0zNU,spotify:track:74cr9ItfiZ2EWMGR3Y0zNU,https://api.spotify.com/v1/tracks/74cr9ItfiZ2EWMGR3Y0zNU,https://api.spotify.com/v1/audio-analysis/74cr9ItfiZ2EWMGR3Y0zNU,217733,4,reggae
7578oiL9J6tFHXEjfCXFAS,Wa-Do-Dem,Eek-A-Mouse,Wa-Do-Dem,2007,False,7578oiL9J6tFHXEjfCXFAS,spotify:track:7578oiL9J6tFHXEjfCXFAS,0.855,0.602,0,-7.289,1,0.0595,0.378,0.0,0.167,0.809,77.514,audio_features,7578oiL9J6tFHXEjfCXFAS,spotify:track:7578oiL9J6tFHXEjfCXFAS,https://api.spotify.com/v1/tracks/7578oiL9J6tFHXEjfCXFAS,https://api.spotify.com/v1/audio-analysis/7578oiL9J6tFHXEjfCXFAS,235373,4,reggae
7578oiL9J6tFHXEjfCXFAS,Wa-Do-Dem,Eek-A-Mouse,Wa-Do-Dem,2007,False,7578oiL9J6tFHXEjfCXFAS,spotify:track:7578oiL9J6tFHXEjfCXFAS,0.855,0.602,0,-7.289,1,0.0595,0.378,0.0,0.167,0.809,77.514,audio_features,7578oiL9J6tFHXEjfCXFAS,spotify:track:7578oiL9J6tFHXEjfCXFAS,https://api.spotify.com/v1/tracks/7578oiL9J6tFHXEjfCXFAS,https://api.spotify.com/v1/audio-analysis/7578oiL9J6tFHXEjfCXFAS,235373,4,reggae
7578oiL9J6tFHXEjfCXFAS,Wa-Do-Dem,Eek-A-Mouse,Wa-Do-Dem,2007,False,7578oiL9J6tFHXEjfCXFAS,spotify:track:7578oiL9J6tFHXEjfCXFAS,0.855,0.602,0,-7.289,1,0.0595,0.378,0.0,0.167,0.809,77.514,audio_features,7578oiL9J6tFHXEjfCXFAS,spotify:track:7578oiL9J6tFHXEjfCXFAS,https://api.spotify.com/v1/tracks/7578oiL9J6tFHXEjfCXFAS,https://api.spotify.com/v1/audio-analysis/7578oiL9J6tFHXEjfCXFAS,235373,4,reggae
7578oiL9J6tFHXEjfCXFAS,Wa-Do-Dem,Eek-A-Mouse,Wa-Do-Dem,2007,False,7578oiL9J6tFHXEjfCXFAS,spotify:track:7578oiL9J6tFHXEjfCXFAS,0.855,0.602,0,-7.289,1,0.0595,0.378,0.0,0.167,0.809,77.514,audio_features,7578oiL9J6tFHXEjfCXFAS,spotify:track:7578oiL9J6tFHXEjfCXFAS,https://api.spotify.com/v1/tracks/7578oiL9J6tFHXEjfCXFAS,https://api.spotify.com/v1/audio-analysis/7578oiL9J6tFHXEjfCXFAS,235373,4,reggae
76ZPPLfuCIGksIXg02LOD0,Kokob / Mètché Dershé,Akalé Wubé,Akalé Wubé,2010-05-07,False,76ZPPLfuCIGksIXg02LOD0,spotify:track:76ZPPLfuCIGksIXg02LOD0,0.753,0.239,0,-12.904,0,0.0644,0.243,0.586,0.0954,0.531,121.225,audio_features,76ZPPLfuCIGksIXg02LOD0,spotify:track:76ZPPLfuCIGksIXg02LOD0,https://api.spotify.com/v1/tracks/76ZPPLfuCIGksIXg02LOD0,https://api.spotify.com/v1/audio-analysis/76ZPPLfuCIGksIXg02LOD0,272347,4,reggae
76vmLJqK5xSpyMgraumlxV,Harvest Time,Don Carlos,Raving Tonight,2012-01-24,False,76vmLJqK5xSpyMgraumlxV,spotify:track:76vmLJqK5xSpyMgraumlxV,0.782,0.54,8,-7.831,1,0.27,0.271,0.0,0.245,0.851,147.082,audio_features,76vmLJqK5xSpyMgraumlxV,spotify:track:76vmLJqK5xSpyMgraumlxV,https://api.spotify.com/v1/tracks/76vmLJqK5xSpyMgraumlxV,https://api.spotify.com/v1/audio-analysis/76vmLJqK5xSpyMgraumlxV,217313,4,reggae
778dAykaHmiuqp5E8kgxBs,All Night Till Daylight,Jacob Miller,Song Book: Chapter a Day,2012-12-04,False,778dAykaHmiuqp5E8kgxBs,spotify:track:778dAykaHmiuqp5E8kgxBs,0.895,0.739,0,-7.408,1,0.145,0.00887,9.55e-05,0.0711,0.963,141.801,audio_features,778dAykaHmiuqp5E8kgxBs,spotify:track:778dAykaHmiuqp5E8kgxBs,https://api.spotify.com/v1/tracks/778dAykaHmiuqp5E8kgxBs,https://api.spotify.com/v1/audio-analysis/778dAykaHmiuqp5E8kgxBs,204800,4,reggae
77xtsSIOt9xgTWpBldfZoS,Hooked On You,Aswad,To The Top,2018-05-04,False,77xtsSIOt9xgTWpBldfZoS,spotify:track:77xtsSIOt9xgTWpBldfZoS,0.676,0.57,5,-12.677,0,0.0476,0.0992,0.00931,0.158,0.966,76.185,audio_features,77xtsSIOt9xgTWpBldfZoS,spotify:track:77xtsSIOt9xgTWpBldfZoS,https://api.spotify.com/v1/tracks/77xtsSIOt9xgTWpBldfZoS,https://api.spotify.com/v1/audio-analysis/77xtsSIOt9xgTWpBldfZoS,238933,4,reggae
78CCxGVeAZ7aDO9PuTBGde,Ready To Learn,Junior English,Win Some Loose Some,1981,False,78CCxGVeAZ7aDO9PuTBGde,spotify:track:78CCxGVeAZ7aDO9PuTBGde,0.851,0.441,7,-9.702,0,0.0663,0.148,0.0146,0.0916,0.889,139.205,audio_features,78CCxGVeAZ7aDO9PuTBGde,spotify:track:78CCxGVeAZ7aDO9PuTBGde,https://api.spotify.com/v1/tracks/78CCxGVeAZ7aDO9PuTBGde,https://api.spotify.com/v1/audio-analysis/78CCxGVeAZ7aDO9PuTBGde,245680,4,reggae
78H1LAFiewIR0XRTNLPa2X,Material Man,Gregory Isaacs,Night Nurse,1982,False,78H1LAFiewIR0XRTNLPa2X,spotify:track:78H1LAFiewIR0XRTNLPa2X,0.927,0.318,2,-12.505,1,0.177,0.0979,0.0108,0.0803,0.922,128.944,audio_features,78H1LAFiewIR0XRTNLPa2X,spotify:track:78H1LAFiewIR0XRTNLPa2X,https://api.spotify.com/v1/tracks/78H1LAFiewIR0XRTNLPa2X,https://api.spotify.com/v1/audio-analysis/78H1LAFiewIR0XRTNLPa2X,217467,4,reggae
78IxKAvzvPUxp30Skp28Qy,Feeling Alright,Rebelution,Courage To Grow,2007-06-08,False,78IxKAvzvPUxp30Skp28Qy,spotify:track:78IxKAvzvPUxp30Skp28Qy,0.839,0.578,7,-8.401,1,0.0645,0.0389,0.0,0.135,0.642,134.237,audio_features,78IxKAvzvPUxp30Skp28Qy,spotify:track:78IxKAvzvPUxp30Skp28Qy,https://api.spotify.com/v1/tracks/78IxKAvzvPUxp30Skp28Qy,https://api.spotify.com/v1/audio-analysis/78IxKAvzvPUxp30Skp28Qy,264453,4,reggae
78qaXGSXCqVaNj8XsapfPx,Because You Love Me (aka Do You Love Me),John Holt,Memories By The Score Vol. 4,2015-12-11,False,78qaXGSXCqVaNj8XsapfPx,spotify:track:78qaXGSXCqVaNj8XsapfPx,0.86,0.654,2,-9.84,1,0.06,0.0418,0.125,0.265,0.961,134.444,audio_features,78qaXGSXCqVaNj8XsapfPx,spotify:track:78qaXGSXCqVaNj8XsapfPx,https://api.spotify.com/v1/tracks/78qaXGSXCqVaNj8XsapfPx,https://api.spotify.com/v1/audio-analysis/78qaXGSXCqVaNj8XsapfPx,242267,4,reggae
798lGeInDOqPVktD0ng177,Rumours,Gregory Isaacs,Dread Meets Greensleeves - A Westside Revolution,2008,False,798lGeInDOqPVktD0ng177,spotify:track:798lGeInDOqPVktD0ng177,0.837,0.653,7,-6.229,0,0.116,0.116,0.0,0.237,0.871,82.134,audio_features,798lGeInDOqPVktD0ng177,spotify:track:798lGeInDOqPVktD0ng177,https://api.spotify.com/v1/tracks/798lGeInDOqPVktD0ng177,https://api.spotify.com/v1/audio-analysis/798lGeInDOqPVktD0ng177,200267,4,reggae
79KAfdlkwdb0hzEvzCMHli,Sad To Know (You're Leaving),Gregory Isaacs,Night Nurse,1982,False,79KAfdlkwdb0hzEvzCMHli,spotify:track:79KAfdlkwdb0hzEvzCMHli,0.868,0.352,2,-11.987,1,0.16,0.131,0.0476,0.0447,0.966,76.692,audio_features,79KAfdlkwdb0hzEvzCMHli,spotify:track:79KAfdlkwdb0hzEvzCMHli,https://api.spotify.com/v1/tracks/79KAfdlkwdb0hzEvzCMHli,https://api.spotify.com/v1/audio-analysis/79KAfdlkwdb0hzEvzCMHli,252267,4,reggae
79pSQRu4PnZqvqlwqytq81,Crime Wave,King Tubby,King Tubby Meets The Upsetter At The Grass Roots Of Dub,2012-11-16,False,79pSQRu4PnZqvqlwqytq81,spotify:track:79pSQRu4PnZqvqlwqytq81,0.748,0.472,1,-13.13,0,0.058,0.0104,0.86,0.0418,0.365,136.108,audio_features,79pSQRu4PnZqvqlwqytq81,spotify:track:79pSQRu4PnZqvqlwqytq81,https://api.spotify.com/v1/tracks/79pSQRu4PnZqvqlwqytq81,https://api.spotify.com/v1/audio-analysis/79pSQRu4PnZqvqlwqytq81,186027,4,reggae
79sQkUDLEcepp8uxkbWiuT,Everything You Want,The Simpkin Project,Everything You Want,2011-08-09,False,79sQkUDLEcepp8uxkbWiuT,spotify:track:79sQkUDLEcepp8uxkbWiuT,0.837,0.47,9,-8.304,0,0.0417,0.311,0.0,0.0824,0.901,119.897,audio_features,79sQkUDLEcepp8uxkbWiuT,spotify:track:79sQkUDLEcepp8uxkbWiuT,https://api.spotify.com/v1/tracks/79sQkUDLEcepp8uxkbWiuT,https://api.spotify.com/v1/audio-analysis/79sQkUDLEcepp8uxkbWiuT,361267,4,reggae
7AEDXeWtu6IvA05r6D9tcw,Operation Radication,Yellowman,"Reggae Anthology: Young, Gifted and Yellow",2013-04-19,False,7AEDXeWtu6IvA05r6D9tcw,spotify:track:7AEDXeWtu6IvA05r6D9tcw,0.809,0.337,0,-14.377,1,0.55,0.0726,0.0,0.0796,0.506,148.826,audio_features,7AEDXeWtu6IvA05r6D9tcw,spotify:track:7AEDXeWtu6IvA05r6D9tcw,https://api.spotify.com/v1/tracks/7AEDXeWtu6IvA05r6D9tcw,https://api.spotify.com/v1/audio-analysis/7AEDXeWtu6IvA05r6D9tcw,218667,4,reggae
7AdJmF6BEujI6beNgkhWMc,Storm Cloud,The Heptones,Nightfood Ina Party Time,2017-06-02,False,7AdJmF6BEujI6beNgkhWMc,spotify:track:7AdJmF6BEujI6beNgkhWMc,0.53,0.503,11,-10.113,0,0.0455,0.0767,0.0,0.129,0.787,179.626,audio_features,7AdJmF6BEujI6beNgkhWMc,spotify:track:7AdJmF6BEujI6beNgkhWMc,https://api.spotify.com/v1/tracks/7AdJmF6BEujI6beNgkhWMc,https://api.spotify.com/v1/audio-analysis/7AdJmF6BEujI6beNgkhWMc,264333,4,reggae
7BE4Cy7XCNT0WLcgH9QaGo,Sweet Sensemilla,Mystic Roots Band,Constant Struggle,2004,False,7BE4Cy7XCNT0WLcgH9QaGo,spotify:track:7BE4Cy7XCNT0WLcgH9QaGo,0.727,0.542,4,-6.229,0,0.365,0.0886,0.0,0.117,0.429,77.476,audio_features,7BE4Cy7XCNT0WLcgH9QaGo,spotify:track:7BE4Cy7XCNT0WLcgH9QaGo,https://api.spotify.com/v1/tracks/7BE4Cy7XCNT0WLcgH9QaGo,https://api.spotify.com/v1/audio-analysis/7BE4Cy7XCNT0WLcgH9QaGo,323720,4,reggae
7BLo3vat0B8BCQD50WOjum,Chalwa,10 Ft. Ganja Plant,Presents,2000-06-22,False,7BLo3vat0B8BCQD50WOjum,spotify:track:7BLo3vat0B8BCQD50WOjum,0.786,0.752,2,-2.859,0,0.0387,0.195,0.867,0.0427,0.925,136.578,audio_features,7BLo3vat0B8BCQD50WOjum,spotify:track:7BLo3vat0B8BCQD50WOjum,https://api.spotify.com/v1/tracks/7BLo3vat0B8BCQD50WOjum,https://api.spotify.com/v1/audio-analysis/7BLo3vat0B8BCQD50WOjum,277307,4,reggae
7BfW1eoDh27W69nxsmRicb,Buffalo Soldier,Bob Marley & The Wailers,Confrontation,1983,False,7BfW1eoDh27W69nxsmRicb,spotify:track:7BfW1eoDh27W69nxsmRicb,0.929,0.463,9,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,audio_features,7BfW1eoDh27W69nxsmRicb,spotify:track:7BfW1eoDh27W69nxsmRicb,https://api.spotify.com/v1/tracks/7BfW1eoDh27W69nxsmRicb,https://api.spotify.com/v1/audio-analysis/7BfW1eoDh27W69nxsmRicb,255840,4,reggae
7BlRpZXHjhLy1LpdNx9HAG,Herbivore (feat. Ozzie),Leilani Wolfgramm,Rebel,2014-07-22,False,7BlRpZXHjhLy1LpdNx9HAG,spotify:track:7BlRpZXHjhLy1LpdNx9HAG,0.753,0.71,8,-7.743,1,0.0543,0.33,0.000567,0.079,0.747,79.988,audio_features,7BlRpZXHjhLy1LpdNx9HAG,spotify:track:7BlRpZXHjhLy1LpdNx9HAG,https://api.spotify.com/v1/tracks/7BlRpZXHjhLy1LpdNx9HAG,https://api.spotify.com/v1/audio-analysis/7BlRpZXHjhLy1LpdNx9HAG,214208,4,reggae
7CF8JrFFjWR8BN5ShfF4GQ,Satisfy My Soul,Bob Marley & The Wailers,Kaya,1978,False,7CF8JrFFjWR8BN5ShfF4GQ,spotify:track:7CF8JrFFjWR8BN5ShfF4GQ,0.775,0.408,7,-9.185,1,0.229,0.00342,7.04e-05,0.488,0.421,127.876,audio_features,7CF8JrFFjWR8BN5ShfF4GQ,spotify:track:7CF8JrFFjWR8BN5ShfF4GQ,https://api.spotify.com/v1/tracks/7CF8JrFFjWR8BN5ShfF4GQ,https://api.spotify.com/v1/audio-analysis/7CF8JrFFjWR8BN5ShfF4GQ,272893,4,reggae
7Clj1VaR0Vww6bUuM3nBk1,World on Fire (with Slightly Stoopid),Stick Figure,World on Fire (with Slightly Stoopid),2018-06-08,False,7Clj1VaR0Vww6bUuM3nBk1,spotify:track:7Clj1VaR0Vww6bUuM3nBk1,0.866,0.518,0,-7.372,1,0.0457,0.303,0.0512,0.104,0.644,141.01,audio_features,7Clj1VaR0Vww6bUuM3nBk1,spotify:track:7Clj1VaR0Vww6bUuM3nBk1,https://api.spotify.com/v1/tracks/7Clj1VaR0Vww6bUuM3nBk1,https://api.spotify.com/v1/audio-analysis/7Clj1VaR0Vww6bUuM3nBk1,240029,4,reggae
7D8Jl0wJXltG5m7JwABbQA,Ready Fi Josey,Josey Wales,Take It Easy Riddim,2014-09-08,False,7D8Jl0wJXltG5m7JwABbQA,spotify:track:7D8Jl0wJXltG5m7JwABbQA,0.947,0.499,11,-8.112,0,0.203,0.229,0.0,0.0976,0.711,98.007,audio_features,7D8Jl0wJXltG5m7JwABbQA,spotify:track:7D8Jl0wJXltG5m7JwABbQA,https://api.spotify.com/v1/tracks/7D8Jl0wJXltG5m7JwABbQA,https://api.spotify.com/v1/audio-analysis/7D8Jl0wJXltG5m7JwABbQA,147708,4,reggae
7D92tMKEuyV4Vh0dGTkMI5,I Shot The Sheriff,The Wailers,Burnin' (Deluxe Edition),1973-10-19,False,7D92tMKEuyV4Vh0dGTkMI5,spotify:track:7D92tMKEuyV4Vh0dGTkMI5,0.801,0.641,8,-9.349,1,0.173,0.34,4.5e-05,0.0693,0.741,96.96,audio_features,7D92tMKEuyV4Vh0dGTkMI5,spotify:track:7D92tMKEuyV4Vh0dGTkMI5,https://api.spotify.com/v1/tracks/7D92tMKEuyV4Vh0dGTkMI5,https://api.spotify.com/v1/audio-analysis/7D92tMKEuyV4Vh0dGTkMI5,279720,4,reggae
7DFjFAR9i1bLYcc9D2d7Dt,Dirty Girls,The B Foundation,Trouble Standing,2006-01-01,False,7DFjFAR9i1bLYcc9D2d7Dt,spotify:track:7DFjFAR9i1bLYcc9D2d7Dt,0.722,0.791,11,-4.411,0,0.0775,0.00166,0.0,0.113,0.406,96.961,audio_features,7DFjFAR9i1bLYcc9D2d7Dt,spotify:track:7DFjFAR9i1bLYcc9D2d7Dt,https://api.spotify.com/v1/tracks/7DFjFAR9i1bLYcc9D2d7Dt,https://api.spotify.com/v1/audio-analysis/7DFjFAR9i1bLYcc9D2d7Dt,201747,4,reggae
7DFjFAR9i1bLYcc9D2d7Dt,Dirty Girls,The B Foundation,Trouble Standing,2006-01-01,False,7DFjFAR9i1bLYcc9D2d7Dt,spotify:track:7DFjFAR9i1bLYcc9D2d7Dt,0.722,0.791,11,-4.411,0,0.0775,0.00166,0.0,0.113,0.406,96.961,audio_features,7DFjFAR9i1bLYcc9D2d7Dt,spotify:track:7DFjFAR9i1bLYcc9D2d7Dt,https://api.spotify.com/v1/tracks/7DFjFAR9i1bLYcc9D2d7Dt,https://api.spotify.com/v1/audio-analysis/7DFjFAR9i1bLYcc9D2d7Dt,201747,4,reggae
7DFjFAR9i1bLYcc9D2d7Dt,Dirty Girls,The B Foundation,Trouble Standing,2006-01-01,False,7DFjFAR9i1bLYcc9D2d7Dt,spotify:track:7DFjFAR9i1bLYcc9D2d7Dt,0.722,0.791,11,-4.411,0,0.0775,0.00166,0.0,0.113,0.406,96.961,audio_features,7DFjFAR9i1bLYcc9D2d7Dt,spotify:track:7DFjFAR9i1bLYcc9D2d7Dt,https://api.spotify.com/v1/tracks/7DFjFAR9i1bLYcc9D2d7Dt,https://api.spotify.com/v1/audio-analysis/7DFjFAR9i1bLYcc9D2d7Dt,201747,4,reggae
7DFjFAR9i1bLYcc9D2d7Dt,Dirty Girls,The B Foundation,Trouble Standing,2006-01-01,False,7DFjFAR9i1bLYcc9D2d7Dt,spotify:track:7DFjFAR9i1bLYcc9D2d7Dt,0.722,0.791,11,-4.411,0,0.0775,0.00166,0.0,0.113,0.406,96.961,audio_features,7DFjFAR9i1bLYcc9D2d7Dt,spotify:track:7DFjFAR9i1bLYcc9D2d7Dt,https://api.spotify.com/v1/tracks/7DFjFAR9i1bLYcc9D2d7Dt,https://api.spotify.com/v1/audio-analysis/7DFjFAR9i1bLYcc9D2d7Dt,201747,4,reggae
7DQRU5j4F4zxWhG8rrGaS6,Hey Girl,Fiji,Indigenous Life,2008-09-09,False,7DQRU5j4F4zxWhG8rrGaS6,spotify:track:7DQRU5j4F4zxWhG8rrGaS6,0.701,0.537,8,-5.388,1,0.0416,0.161,0.000183,0.095,0.907,92.024,audio_features,7DQRU5j4F4zxWhG8rrGaS6,spotify:track:7DQRU5j4F4zxWhG8rrGaS6,https://api.spotify.com/v1/tracks/7DQRU5j4F4zxWhG8rrGaS6,https://api.spotify.com/v1/audio-analysis/7DQRU5j4F4zxWhG8rrGaS6,262787,4,reggae
7E4ckuwRYBXpdsKZZ9NHBe,Upside Down,Carol Cool,"Soul Jazz Records Presents HUSTLE! Reggae Disco - Kingston, London, New York",1979,False,7E4ckuwRYBXpdsKZZ9NHBe,spotify:track:7E4ckuwRYBXpdsKZZ9NHBe,0.825,0.553,6,-9.673,0,0.0936,0.13,0.211,0.0401,0.906,85.969,audio_features,7E4ckuwRYBXpdsKZZ9NHBe,spotify:track:7E4ckuwRYBXpdsKZZ9NHBe,https://api.spotify.com/v1/tracks/7E4ckuwRYBXpdsKZZ9NHBe,https://api.spotify.com/v1/audio-analysis/7E4ckuwRYBXpdsKZZ9NHBe,209280,4,reggae
7E6HbWrCX7BQQoBRvAkTYm,Inna Rizzla,Bobby Hustle,It's The Hustle,2015-07-17,False,7E6HbWrCX7BQQoBRvAkTYm,spotify:track:7E6HbWrCX7BQQoBRvAkTYm,0.713,0.909,1,-3.935,1,0.041,0.41,0.0,0.283,0.933,82.992,audio_features,7E6HbWrCX7BQQoBRvAkTYm,spotify:track:7E6HbWrCX7BQQoBRvAkTYm,https://api.spotify.com/v1/tracks/7E6HbWrCX7BQQoBRvAkTYm,https://api.spotify.com/v1/audio-analysis/7E6HbWrCX7BQQoBRvAkTYm,189867,4,reggae
7EGPjajqOZC7XvV7UgR8pW,Blood Money,10 Ft. Ganja Plant,Bass Chalice,2005-11-15,False,7EGPjajqOZC7XvV7UgR8pW,spotify:track:7EGPjajqOZC7XvV7UgR8pW,0.789,0.793,4,-6.629,0,0.107,0.0217,0.826,0.112,0.743,149.368,audio_features,7EGPjajqOZC7XvV7UgR8pW,spotify:track:7EGPjajqOZC7XvV7UgR8pW,https://api.spotify.com/v1/tracks/7EGPjajqOZC7XvV7UgR8pW,https://api.spotify.com/v1/audio-analysis/7EGPjajqOZC7XvV7UgR8pW,236253,4,reggae
7FILn9Akg2468HPNsRZCkq,Waiting In Vain,Bob Marley & The Wailers,Legend (The Definitive Remasters),1984,False,7FILn9Akg2468HPNsRZCkq,spotify:track:7FILn9Akg2468HPNsRZCkq,0.838,0.453,8,-11.536,1,0.31,0.025,2.42e-05,0.116,0.815,78.837,audio_features,7FILn9Akg2468HPNsRZCkq,spotify:track:7FILn9Akg2468HPNsRZCkq,https://api.spotify.com/v1/tracks/7FILn9Akg2468HPNsRZCkq,https://api.spotify.com/v1/audio-analysis/7FILn9Akg2468HPNsRZCkq,256493,4,reggae
7Fl2LcmenBaJzAwJSuIpVi,Remember,Iration,No Time For Rest,2007-01-01,False,7Fl2LcmenBaJzAwJSuIpVi,spotify:track:7Fl2LcmenBaJzAwJSuIpVi,0.71,0.716,6,-6.443,0,0.0316,0.000482,6.1e-06,0.104,0.892,133.065,audio_features,7Fl2LcmenBaJzAwJSuIpVi,spotify:track:7Fl2LcmenBaJzAwJSuIpVi,https://api.spotify.com/v1/tracks/7Fl2LcmenBaJzAwJSuIpVi,https://api.spotify.com/v1/audio-analysis/7Fl2LcmenBaJzAwJSuIpVi,276573,4,reggae
7G6MzSty1vesSk2h3WDwaM,Baby I'm Yours,The Investigators,"The Best of Original British Lovers Rock, Vol. 1",2007-12-19,False,7G6MzSty1vesSk2h3WDwaM,spotify:track:7G6MzSty1vesSk2h3WDwaM,0.693,0.501,6,-8.14,1,0.166,0.0973,8.9e-05,0.0867,0.747,148.992,audio_features,7G6MzSty1vesSk2h3WDwaM,spotify:track:7G6MzSty1vesSk2h3WDwaM,https://api.spotify.com/v1/tracks/7G6MzSty1vesSk2h3WDwaM,https://api.spotify.com/v1/audio-analysis/7G6MzSty1vesSk2h3WDwaM,332867,4,reggae
7G6MzSty1vesSk2h3WDwaM,Baby I'm Yours,The Investigators,"The Best of Original British Lovers Rock, Vol. 1",2007-12-19,False,7G6MzSty1vesSk2h3WDwaM,spotify:track:7G6MzSty1vesSk2h3WDwaM,0.693,0.501,6,-8.14,1,0.166,0.0973,8.9e-05,0.0867,0.747,148.992,audio_features,7G6MzSty1vesSk2h3WDwaM,spotify:track:7G6MzSty1vesSk2h3WDwaM,https://api.spotify.com/v1/tracks/7G6MzSty1vesSk2h3WDwaM,https://api.spotify.com/v1/audio-analysis/7G6MzSty1vesSk2h3WDwaM,332867,4,reggae
7G6MzSty1vesSk2h3WDwaM,Baby I'm Yours,The Investigators,"The Best of Original British Lovers Rock, Vol. 1",2007-12-19,False,7G6MzSty1vesSk2h3WDwaM,spotify:track:7G6MzSty1vesSk2h3WDwaM,0.693,0.501,6,-8.14,1,0.166,0.0973,8.9e-05,0.0867,0.747,148.992,audio_features,7G6MzSty1vesSk2h3WDwaM,spotify:track:7G6MzSty1vesSk2h3WDwaM,https://api.spotify.com/v1/tracks/7G6MzSty1vesSk2h3WDwaM,https://api.spotify.com/v1/audio-analysis/7G6MzSty1vesSk2h3WDwaM,332867,4,reggae
7G6MzSty1vesSk2h3WDwaM,Baby I'm Yours,The Investigators,"The Best of Original British Lovers Rock, Vol. 1",2007-12-19,False,7G6MzSty1vesSk2h3WDwaM,spotify:track:7G6MzSty1vesSk2h3WDwaM,0.693,0.501,6,-8.14,1,0.166,0.0973,8.9e-05,0.0867,0.747,148.992,audio_features,7G6MzSty1vesSk2h3WDwaM,spotify:track:7G6MzSty1vesSk2h3WDwaM,https://api.spotify.com/v1/tracks/7G6MzSty1vesSk2h3WDwaM,https://api.spotify.com/v1/audio-analysis/7G6MzSty1vesSk2h3WDwaM,332867,4,reggae
7GxDNWarFj6eIZYzfR5itM,Sweet Sensi,Fortunate Youth,"Sugarshack Sessions, Vol. 2",2018-08-24,False,7GxDNWarFj6eIZYzfR5itM,spotify:track:7GxDNWarFj6eIZYzfR5itM,0.745,0.499,5,-7.528,1,0.0463,0.222,0.0,0.31,0.817,121.923,audio_features,7GxDNWarFj6eIZYzfR5itM,spotify:track:7GxDNWarFj6eIZYzfR5itM,https://api.spotify.com/v1/tracks/7GxDNWarFj6eIZYzfR5itM,https://api.spotify.com/v1/audio-analysis/7GxDNWarFj6eIZYzfR5itM,358048,4,reggae
