,track_name,artist,album,release_date,explicit,track_id,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
4efoEY8iDBzUqitjmNDhpN,Three Little Birds,Bob Marley & The Wailers,Exodus (Deluxe Edition),1977-01-01,False,4efoEY8iDBzUqitjmNDhpN,spotify:track:4efoEY8iDBzUqitjmNDhpN,0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,audio_features,4efoEY8iDBzUqitjmNDhpN,spotify:track:4efoEY8iDBzUqitjmNDhpN,https://api.spotify.com/v1/tracks/4efoEY8iDBzUqitjmNDhpN,https://api.spotify.com/v1/audio-analysis/4efoEY8iDBzUqitjmNDhpN,180267,4,reggae
4egCDbfEhuT9ImBX32GfBS,Bounty Lover (feat. Lady G),Luciano,One Way Ticket,1998,False,4egCDbfEhuT9ImBX32GfBS,spotify:track:4egCDbfEhuT9ImBX32GfBS,0.751,0.586,0,-10.586,1,0.0454,0.116,0.0,0.101,0.96,85.051,audio_features,4egCDbfEhuT9ImBX32GfBS,spotify:track:4egCDbfEhuT9ImBX32GfBS,https://api.spotify.com/v1/tracks/4egCDbfEhuT9ImBX32GfBS,https://api.spotify.com/v1/audio-analysis/4egCDbfEhuT9ImBX32GfBS,247173,4,reggae
4fEYB07ZQlCS57QYD4puMy,Perfect Day,Anuhea,Butterflies: Live,2013-09-17,False,4fEYB07ZQlCS57QYD4puMy,spotify:track:4fEYB07ZQlCS57QYD4puMy,0.81,0.633,11,-4.373,0,0.0454,0.162,0.0,0.0744,0.86,99.997,audio_features,4fEYB07ZQlCS57QYD4puMy,spotify:track:4fEYB07ZQlCS57QYD4puMy,https://api.spotify.com/v1/tracks/4fEYB07ZQlCS57QYD4puMy,https://api.spotify.com/v1/audio-analysis/4fEYB07ZQlCS57QYD4puMy,274656,4,reggae
4fGulT3BVVjUGGq3KHdbcu,Be Thankful,Junior English,The Best of Junior English,1980-10-01,False,4fGulT3BVVjUGGq3KHdbcu,spotify:track:4fGulT3BVVjUGGq3KHdbcu,0.763,0.396,0,-13.691,1,0.106,0.154,0.0636,0.0559,0.692,73.956,audio_features,4fGulT3BVVjUGGq3KHdbcu,spotify:track:4fGulT3BVVjUGGq3KHdbcu,https://api.spotify.com/v1/tracks/4fGulT3BVVjUGGq3KHdbcu,https://api.spotify.com/v1/audio-analysis/4fGulT3BVVjUGGq3KHdbcu,271160,4,reggae
4foPWj5M7RPDk5j2WXWVbN,Love the One Your With,Carroll Thompson,Carroll Thompson Sings Phyllis Dillon,2018-11-30,False,4foPWj5M7RPDk5j2WXWVbN,spotify:track:4foPWj5M7RPDk5j2WXWVbN,0.74,0.473,1,-10.983,0,0.121,0.22,0.00338,0.129,0.827,77.293,audio_features,4foPWj5M7RPDk5j2WXWVbN,spotify:track:4foPWj5M7RPDk5j2WXWVbN,https://api.spotify.com/v1/tracks/4foPWj5M7RPDk5j2WXWVbN,https://api.spotify.com/v1/audio-analysis/4foPWj5M7RPDk5j2WXWVbN,188000,4,reggae
4g6jIvsE1Jkz8nF7t0V5Hv,Babylon,Junior Byles,A Long Way,1973-05-01,False,4g6jIvsE1Jkz8nF7t0V5Hv,spotify:track:4g6jIvsE1Jkz8nF7t0V5Hv,0.744,0.421,2,-9.453,1,0.319,0.322,1.18e-06,0.0991,0.81,150.391,audio_features,4g6jIvsE1Jkz8nF7t0V5Hv,spotify:track:4g6jIvsE1Jkz8nF7t0V5Hv,https://api.spotify.com/v1/tracks/4g6jIvsE1Jkz8nF7t0V5Hv,https://api.spotify.com/v1/audio-analysis/4g6jIvsE1Jkz8nF7t0V5Hv,171140,4,reggae
4gPBex4E721lHq6DSP4MiN,Baby Come Home,Josey Wales,Outlaw,1983,False,4gPBex4E721lHq6DSP4MiN,spotify:track:4gPBex4E721lHq6DSP4MiN,0.706,0.377,9,-13.289,1,0.257,0.319,0.0,0.127,0.616,152.667,audio_features,4gPBex4E721lHq6DSP4MiN,spotify:track:4gPBex4E721lHq6DSP4MiN,https://api.spotify.com/v1/tracks/4gPBex4E721lHq6DSP4MiN,https://api.spotify.com/v1/audio-analysis/4gPBex4E721lHq6DSP4MiN,177440,4,reggae
4h0AcnahAqvF6xxLDNUKaq,Baby I've Been Missing You,Bunny Maloney,Reggae Nostalgia Golden Hits,2019-10-18,False,4h0AcnahAqvF6xxLDNUKaq,spotify:track:4h0AcnahAqvF6xxLDNUKaq,0.732,0.641,5,-7.099,1,0.116,0.0692,0.0204,0.145,0.774,150.974,audio_features,4h0AcnahAqvF6xxLDNUKaq,spotify:track:4h0AcnahAqvF6xxLDNUKaq,https://api.spotify.com/v1/tracks/4h0AcnahAqvF6xxLDNUKaq,https://api.spotify.com/v1/audio-analysis/4h0AcnahAqvF6xxLDNUKaq,255960,4,reggae
4h6ywaAsvovRzmFM7qeHGg,Maga Dog - 2002 Remaster,Peter Tosh,Mama Africa,1983,False,4h6ywaAsvovRzmFM7qeHGg,spotify:track:4h6ywaAsvovRzmFM7qeHGg,0.588,0.763,8,-6.731,1,0.184,0.215,1.78e-05,0.0786,0.961,74.45,audio_features,4h6ywaAsvovRzmFM7qeHGg,spotify:track:4h6ywaAsvovRzmFM7qeHGg,https://api.spotify.com/v1/tracks/4h6ywaAsvovRzmFM7qeHGg,https://api.spotify.com/v1/audio-analysis/4h6ywaAsvovRzmFM7qeHGg,268320,4,reggae
4hImVzcsAs5Mf8Wyp5Qlym,Objection Overruled,Gregory Isaacs,Night Nurse,1982,False,4hImVzcsAs5Mf8Wyp5Qlym,spotify:track:4hImVzcsAs5Mf8Wyp5Qlym,0.948,0.341,7,-13.54,1,0.0829,0.097,0.0295,0.0569,0.963,130.186,audio_features,4hImVzcsAs5Mf8Wyp5Qlym,spotify:track:4hImVzcsAs5Mf8Wyp5Qlym,https://api.spotify.com/v1/tracks/4hImVzcsAs5Mf8Wyp5Qlym,https://api.spotify.com/v1/audio-analysis/4hImVzcsAs5Mf8Wyp5Qlym,236293,4,reggae
4huNEMIQ6nwtAp3xn7sb3e,These Days (feat. 77 Jefferson),Josh Heinrichs,Josh Heinrichs & Friends,2010-09-28,False,4huNEMIQ6nwtAp3xn7sb3e,spotify:track:4huNEMIQ6nwtAp3xn7sb3e,0.845,0.459,4,-10.699,0,0.121,0.269,3.95e-06,0.146,0.735,148.015,audio_features,4huNEMIQ6nwtAp3xn7sb3e,spotify:track:4huNEMIQ6nwtAp3xn7sb3e,https://api.spotify.com/v1/tracks/4huNEMIQ6nwtAp3xn7sb3e,https://api.spotify.com/v1/audio-analysis/4huNEMIQ6nwtAp3xn7sb3e,304170,4,reggae
4iYwq4I5OryZRBvcaH23AA,Riding High on a Windy Day,The Paragons,Original Paragons At Treasure Isle,2009-01-16,False,4iYwq4I5OryZRBvcaH23AA,spotify:track:4iYwq4I5OryZRBvcaH23AA,0.618,0.262,2,-13.479,0,0.0561,0.66,0.0854,0.106,0.895,165.788,audio_features,4iYwq4I5OryZRBvcaH23AA,spotify:track:4iYwq4I5OryZRBvcaH23AA,https://api.spotify.com/v1/tracks/4iYwq4I5OryZRBvcaH23AA,https://api.spotify.com/v1/audio-analysis/4iYwq4I5OryZRBvcaH23AA,187507,4,reggae
4ihETS60anfUS8JnCrys2O,Hypocrisy,Nattali Rize,Rebel Frequency,2017-03-24,False,4ihETS60anfUS8JnCrys2O,spotify:track:4ihETS60anfUS8JnCrys2O,0.681,0.771,11,-5.857,0,0.0617,0.562,0.0,0.0447,0.92,163.984,audio_features,4ihETS60anfUS8JnCrys2O,spotify:track:4ihETS60anfUS8JnCrys2O,https://api.spotify.com/v1/tracks/4ihETS60anfUS8JnCrys2O,https://api.spotify.com/v1/audio-analysis/4ihETS60anfUS8JnCrys2O,202600,4,reggae
4jUIxu9uSb9FmLQeM35dHh,Touch Me,Sizzla (feat. Rochelle),Da Real Thing,2002-08-01,False,4jUIxu9uSb9FmLQeM35dHh,spotify:track:4jUIxu9uSb9FmLQeM35dHh,0.658,0.763,4,-5.126,0,0.189,0.076,0.0,0.164,0.7,90.791,audio_features,4jUIxu9uSb9FmLQeM35dHh,spotify:track:4jUIxu9uSb9FmLQeM35dHh,https://api.spotify.com/v1/tracks/4jUIxu9uSb9FmLQeM35dHh,https://api.spotify.com/v1/audio-analysis/4jUIxu9uSb9FmLQeM35dHh,205867,4,reggae
4jsaqIdJ3P6lJ68jRdDVyZ,Bad News,Katastro,Bad News,2017-10-13,True,4jsaqIdJ3P6lJ68jRdDVyZ,spotify:track:4jsaqIdJ3P6lJ68jRdDVyZ,0.705,0.612,1,-5.881,1,0.0599,0.0275,0.0,0.0892,0.26,95.021,audio_features,4jsaqIdJ3P6lJ68jRdDVyZ,spotify:track:4jsaqIdJ3P6lJ68jRdDVyZ,https://api.spotify.com/v1/tracks/4jsaqIdJ3P6lJ68jRdDVyZ,https://api.spotify.com/v1/audio-analysis/4jsaqIdJ3P6lJ68jRdDVyZ,205227,4,reggae
4kPfdXXtbuRZXIYhjT1Yan,With You,Katastro,Strange Nights,2016-09-30,False,4kPfdXXtbuRZXIYhjT1Yan,spotify:track:4kPfdXXtbuRZXIYhjT1Yan,0.693,0.718,0,-6.071,1,0.0383,0.0549,3.64e-05,0.112,0.515,123.012,audio_features,4kPfdXXtbuRZXIYhjT1Yan,spotify:track:4kPfdXXtbuRZXIYhjT1Yan,https://api.spotify.com/v1/tracks/4kPfdXXtbuRZXIYhjT1Yan,https://api.spotify.com/v1/audio-analysis/4kPfdXXtbuRZXIYhjT1Yan,205450,4,reggae
4keZvEXvMrtQSp0wIicRs5,De-Stress,Rebelution,Count Me In,2014-06-10,False,4keZvEXvMrtQSp0wIicRs5,spotify:track:4keZvEXvMrtQSp0wIicRs5,0.849,0.695,5,-6.355,0,0.0649,0.0393,0.0,0.077,0.816,96.967,audio_features,4keZvEXvMrtQSp0wIicRs5,spotify:track:4keZvEXvMrtQSp0wIicRs5,https://api.spotify.com/v1/tracks/4keZvEXvMrtQSp0wIicRs5,https://api.spotify.com/v1/audio-analysis/4keZvEXvMrtQSp0wIicRs5,223027,4,reggae
4kj5ieFyyDKqfOW0cn4IPD,Feeling Alright,Rebelution,Courage to Grow,2007-06-08,False,4kj5ieFyyDKqfOW0cn4IPD,spotify:track:4kj5ieFyyDKqfOW0cn4IPD,0.84,0.582,7,-8.367,1,0.0682,0.0412,0.0,0.138,0.691,134.241,audio_features,4kj5ieFyyDKqfOW0cn4IPD,spotify:track:4kj5ieFyyDKqfOW0cn4IPD,https://api.spotify.com/v1/tracks/4kj5ieFyyDKqfOW0cn4IPD,https://api.spotify.com/v1/audio-analysis/4kj5ieFyyDKqfOW0cn4IPD,264453,4,reggae
4ksiBlR7EyBaYZpgnMoKRZ,Mash Dem Down,Sizzla,Da Real Thing,2002-08-01,False,4ksiBlR7EyBaYZpgnMoKRZ,spotify:track:4ksiBlR7EyBaYZpgnMoKRZ,0.723,0.764,8,-4.019,1,0.253,0.26,0.0,0.0461,0.897,77.252,audio_features,4ksiBlR7EyBaYZpgnMoKRZ,spotify:track:4ksiBlR7EyBaYZpgnMoKRZ,https://api.spotify.com/v1/tracks/4ksiBlR7EyBaYZpgnMoKRZ,https://api.spotify.com/v1/audio-analysis/4ksiBlR7EyBaYZpgnMoKRZ,231493,4,reggae
4lMfYLOskpi3GxEXM0X92m,Iron Lion Zion,Bob Marley & The Wailers,Gold,2004-01-01,False,4lMfYLOskpi3GxEXM0X92m,spotify:track:4lMfYLOskpi3GxEXM0X92m,0.715,0.601,9,-7.895,1,0.0326,0.0112,0.00113,0.176,0.782,142.322,audio_features,4lMfYLOskpi3GxEXM0X92m,spotify:track:4lMfYLOskpi3GxEXM0X92m,https://api.spotify.com/v1/tracks/4lMfYLOskpi3GxEXM0X92m,https://api.spotify.com/v1/audio-analysis/4lMfYLOskpi3GxEXM0X92m,193587,4,reggae
4lTxfEL6LDTHhsfgHSyiYE,Sufferer,Culture,Three Sides To My Story,2005-06-20,False,4lTxfEL6LDTHhsfgHSyiYE,spotify:track:4lTxfEL6LDTHhsfgHSyiYE,0.849,0.439,11,-14.348,0,0.0421,0.256,0.0,0.0432,0.856,91.241,audio_features,4lTxfEL6LDTHhsfgHSyiYE,spotify:track:4lTxfEL6LDTHhsfgHSyiYE,https://api.spotify.com/v1/tracks/4lTxfEL6LDTHhsfgHSyiYE,https://api.spotify.com/v1/audio-analysis/4lTxfEL6LDTHhsfgHSyiYE,219587,4,reggae
4llIZen1Cn4mi3DJm2Lqlz,Cool Down The Pace,Gregory Isaacs,Night Nurse,1982-01-01,False,4llIZen1Cn4mi3DJm2Lqlz,spotify:track:4llIZen1Cn4mi3DJm2Lqlz,0.87,0.299,10,-13.409,1,0.248,0.122,0.0514,0.0926,0.933,75.895,audio_features,4llIZen1Cn4mi3DJm2Lqlz,spotify:track:4llIZen1Cn4mi3DJm2Lqlz,https://api.spotify.com/v1/tracks/4llIZen1Cn4mi3DJm2Lqlz,https://api.spotify.com/v1/audio-analysis/4llIZen1Cn4mi3DJm2Lqlz,317360,4,reggae
4lrwg5ZBwcyRQ92seMGhIf,Stop That Train,Keith & Tex,Let's Do Rocksteady: The Story Of Rocksteady 1966-68,2002,False,4lrwg5ZBwcyRQ92seMGhIf,spotify:track:4lrwg5ZBwcyRQ92seMGhIf,0.78,0.342,7,-12.635,0,0.0355,0.25,3.1e-06,0.128,0.802,81.415,audio_features,4lrwg5ZBwcyRQ92seMGhIf,spotify:track:4lrwg5ZBwcyRQ92seMGhIf,https://api.spotify.com/v1/tracks/4lrwg5ZBwcyRQ92seMGhIf,https://api.spotify.com/v1/audio-analysis/4lrwg5ZBwcyRQ92seMGhIf,194573,4,reggae
4mhKwlSBxceyFK3nSF2QxY,Objection Overruled,Gregory Isaacs,Night Nurse,1982-01-01,False,4mhKwlSBxceyFK3nSF2QxY,spotify:track:4mhKwlSBxceyFK3nSF2QxY,0.946,0.259,7,-17.251,1,0.105,0.0563,0.01,0.0415,0.97,131.346,audio_features,4mhKwlSBxceyFK3nSF2QxY,spotify:track:4mhKwlSBxceyFK3nSF2QxY,https://api.spotify.com/v1/tracks/4mhKwlSBxceyFK3nSF2QxY,https://api.spotify.com/v1/audio-analysis/4mhKwlSBxceyFK3nSF2QxY,232600,4,reggae
4nifbH989uDOLzI4ZkIldx,Tell Me Something Good,Lee Perry & The Upsetters,Return Of The Super Ape,2003,False,4nifbH989uDOLzI4ZkIldx,spotify:track:4nifbH989uDOLzI4ZkIldx,0.709,0.52,9,-8.051,1,0.0866,0.433,0.0531,0.125,0.682,79.623,audio_features,4nifbH989uDOLzI4ZkIldx,spotify:track:4nifbH989uDOLzI4ZkIldx,https://api.spotify.com/v1/tracks/4nifbH989uDOLzI4ZkIldx,https://api.spotify.com/v1/audio-analysis/4nifbH989uDOLzI4ZkIldx,204893,4,reggae
4oQ9rJSSfyWDs9AgzO0her,Mushroom,Johnny Osbourne,Fally Lover,1980,False,4oQ9rJSSfyWDs9AgzO0her,spotify:track:4oQ9rJSSfyWDs9AgzO0her,0.754,0.417,10,-10.261,0,0.103,0.218,0.0,0.116,0.59,131.045,audio_features,4oQ9rJSSfyWDs9AgzO0her,spotify:track:4oQ9rJSSfyWDs9AgzO0her,https://api.spotify.com/v1/tracks/4oQ9rJSSfyWDs9AgzO0her,https://api.spotify.com/v1/audio-analysis/4oQ9rJSSfyWDs9AgzO0her,223467,4,reggae
4oeBOroIhFM8Fyvn7pAZC3,Where Is Jah,Reggae Regular,Best Of Greensleeves: From Dubplate To Download,2003,False,4oeBOroIhFM8Fyvn7pAZC3,spotify:track:4oeBOroIhFM8Fyvn7pAZC3,0.747,0.671,6,-9.865,1,0.0381,0.0756,0.00159,0.104,0.631,126.362,audio_features,4oeBOroIhFM8Fyvn7pAZC3,spotify:track:4oeBOroIhFM8Fyvn7pAZC3,https://api.spotify.com/v1/tracks/4oeBOroIhFM8Fyvn7pAZC3,https://api.spotify.com/v1/audio-analysis/4oeBOroIhFM8Fyvn7pAZC3,328827,3,reggae
4oyM3P6zvkG0BAcyswf4I6,Santa Barbara,Rebelution,Falling into Place,2016-06-03,False,4oyM3P6zvkG0BAcyswf4I6,spotify:track:4oyM3P6zvkG0BAcyswf4I6,0.749,0.734,10,-5.082,0,0.0339,7.45e-05,0.00507,0.0768,0.752,133.075,audio_features,4oyM3P6zvkG0BAcyswf4I6,spotify:track:4oyM3P6zvkG0BAcyswf4I6,https://api.spotify.com/v1/tracks/4oyM3P6zvkG0BAcyswf4I6,https://api.spotify.com/v1/audio-analysis/4oyM3P6zvkG0BAcyswf4I6,199999,4,reggae
4pjwifrBCVCzshswVRAJ2m,Getting Cozy - Extended Mix,The In Crowd,His Majesty Is Coming,2005-01-12,False,4pjwifrBCVCzshswVRAJ2m,spotify:track:4pjwifrBCVCzshswVRAJ2m,0.687,0.783,0,-5.699,1,0.0361,0.606,4.44e-06,0.0909,0.744,85.77,audio_features,4pjwifrBCVCzshswVRAJ2m,spotify:track:4pjwifrBCVCzshswVRAJ2m,https://api.spotify.com/v1/tracks/4pjwifrBCVCzshswVRAJ2m,https://api.spotify.com/v1/audio-analysis/4pjwifrBCVCzshswVRAJ2m,362547,4,reggae
4plgClRFH3Qdg9NcwtK9Z8,Evolutionary,Nattali Rize,Rebel Frequency,2017-03-24,False,4plgClRFH3Qdg9NcwtK9Z8,spotify:track:4plgClRFH3Qdg9NcwtK9Z8,0.669,0.812,6,-3.925,1,0.205,0.00802,2.27e-06,0.542,0.717,137.921,audio_features,4plgClRFH3Qdg9NcwtK9Z8,spotify:track:4plgClRFH3Qdg9NcwtK9Z8,https://api.spotify.com/v1/tracks/4plgClRFH3Qdg9NcwtK9Z8,https://api.spotify.com/v1/audio-analysis/4plgClRFH3Qdg9NcwtK9Z8,212707,4,reggae
4rH02WIPBax9qXuH4c98l5,I Love Jah,Don Carlos,Harvest Time,1982,False,4rH02WIPBax9qXuH4c98l5,spotify:track:4rH02WIPBax9qXuH4c98l5,0.718,0.469,6,-12.411,0,0.0961,0.173,1.14e-05,0.0321,0.818,149.508,audio_features,4rH02WIPBax9qXuH4c98l5,spotify:track:4rH02WIPBax9qXuH4c98l5,https://api.spotify.com/v1/tracks/4rH02WIPBax9qXuH4c98l5,https://api.spotify.com/v1/audio-analysis/4rH02WIPBax9qXuH4c98l5,238267,4,reggae
4rtMchJuFT0ojxvpPY1F8L,Can't Put It On,Josey Wales,Outlaw,1983,False,4rtMchJuFT0ojxvpPY1F8L,spotify:track:4rtMchJuFT0ojxvpPY1F8L,0.785,0.44,11,-14.06,1,0.309,0.204,0.00435,0.228,0.784,75.024,audio_features,4rtMchJuFT0ojxvpPY1F8L,spotify:track:4rtMchJuFT0ojxvpPY1F8L,https://api.spotify.com/v1/tracks/4rtMchJuFT0ojxvpPY1F8L,https://api.spotify.com/v1/audio-analysis/4rtMchJuFT0ojxvpPY1F8L,185200,4,reggae
4sQOsvMsZWu93McZD2qCeA,Double Barrel,Dave & Ansell Collins,Swinging '60s,2016-06-03,False,4sQOsvMsZWu93McZD2qCeA,spotify:track:4sQOsvMsZWu93McZD2qCeA,0.866,0.542,2,-9.405,0,0.152,0.463,0.00532,0.0727,0.711,80.726,audio_features,4sQOsvMsZWu93McZD2qCeA,spotify:track:4sQOsvMsZWu93McZD2qCeA,https://api.spotify.com/v1/tracks/4sQOsvMsZWu93McZD2qCeA,https://api.spotify.com/v1/audio-analysis/4sQOsvMsZWu93McZD2qCeA,151960,4,reggae
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,The Very Best Of,2000,False,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/audio-analysis/4uOKFydzAejjSFqYbv1XPt,183733,4,reggae
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,The Very Best Of,2000,False,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/audio-analysis/4uOKFydzAejjSFqYbv1XPt,183733,4,reggae
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,The Very Best Of,2000,False,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/audio-analysis/4uOKFydzAejjSFqYbv1XPt,183733,4,reggae
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,The Very Best Of,2000,False,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/audio-analysis/4uOKFydzAejjSFqYbv1XPt,183733,4,reggae
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,The Very Best Of,2000,False,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/audio-analysis/4uOKFydzAejjSFqYbv1XPt,183733,4,reggae
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,The Very Best Of,2000,False,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/audio-analysis/4uOKFydzAejjSFqYbv1XPt,183733,4,reggae
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,The Very Best Of,2000,False,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/audio-analysis/4uOKFydzAejjSFqYbv1XPt,183733,4,reggae
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,The Very Best Of,2000,False,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/audio-analysis/4uOKFydzAejjSFqYbv1XPt,183733,4,reggae
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,The Very Best Of,2000,False,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/audio-analysis/4uOKFydzAejjSFqYbv1XPt,183733,4,reggae
4ueq6n73MAh23KMabKrpI0,Two Sevens Clash,Culture,Two Sevens Clash (40th Anniversary Edition),1977-07-07,False,4ueq6n73MAh23KMabKrpI0,spotify:track:4ueq6n73MAh23KMabKrpI0,0.774,0.64,9,-6.614,0,0.1,0.00461,0.0,0.0868,0.665,136.427,audio_features,4ueq6n73MAh23KMabKrpI0,spotify:track:4ueq6n73MAh23KMabKrpI0,https://api.spotify.com/v1/tracks/4ueq6n73MAh23KMabKrpI0,https://api.spotify.com/v1/audio-analysis/4ueq6n73MAh23KMabKrpI0,209187,4,reggae
4voND6g0QCaQ5M15alDYvb,Runaway Girl - 1990 Digital Remaster,U-Roy,Dread In A Babylon,1990-01-01,False,4voND6g0QCaQ5M15alDYvb,spotify:track:4voND6g0QCaQ5M15alDYvb,0.74,0.29,11,-14.824,0,0.0999,0.236,0.000464,0.0956,0.773,73.173,audio_features,4voND6g0QCaQ5M15alDYvb,spotify:track:4voND6g0QCaQ5M15alDYvb,https://api.spotify.com/v1/tracks/4voND6g0QCaQ5M15alDYvb,https://api.spotify.com/v1/audio-analysis/4voND6g0QCaQ5M15alDYvb,227040,4,reggae
4w6ZqGMoqSk3igT8981BSa,Message of Love,Ernie Hawks,Scorpio Walk,2018-01-19,False,4w6ZqGMoqSk3igT8981BSa,spotify:track:4w6ZqGMoqSk3igT8981BSa,0.587,0.656,2,-10.147,1,0.0452,0.582,0.921,0.0975,0.749,84.268,audio_features,4w6ZqGMoqSk3igT8981BSa,spotify:track:4w6ZqGMoqSk3igT8981BSa,https://api.spotify.com/v1/tracks/4w6ZqGMoqSk3igT8981BSa,https://api.spotify.com/v1/audio-analysis/4w6ZqGMoqSk3igT8981BSa,242833,4,reggae
4wqjzqi6UJ3s7EKWS8l9Lg,Mary,Ziggi Recado,Ziggi Recado,2011-04-15,False,4wqjzqi6UJ3s7EKWS8l9Lg,spotify:track:4wqjzqi6UJ3s7EKWS8l9Lg,0.618,0.676,7,-8.567,0,0.335,0.105,0.0,0.109,0.895,164.022,audio_features,4wqjzqi6UJ3s7EKWS8l9Lg,spotify:track:4wqjzqi6UJ3s7EKWS8l9Lg,https://api.spotify.com/v1/tracks/4wqjzqi6UJ3s7EKWS8l9Lg,https://api.spotify.com/v1/audio-analysis/4wqjzqi6UJ3s7EKWS8l9Lg,205627,4,reggae
4wrSKFdEWaTPtO6jNmmsQo,Good Vibes,Rebelution,Peace of Mind,2012-01-10,False,4wrSKFdEWaTPtO6jNmmsQo,spotify:track:4wrSKFdEWaTPtO6jNmmsQo,0.732,0.727,6,-6.877,1,0.111,0.174,0.0,0.12,0.831,151.594,audio_features,4wrSKFdEWaTPtO6jNmmsQo,spotify:track:4wrSKFdEWaTPtO6jNmmsQo,https://api.spotify.com/v1/tracks/4wrSKFdEWaTPtO6jNmmsQo,https://api.spotify.com/v1/audio-analysis/4wrSKFdEWaTPtO6jNmmsQo,212153,4,reggae
